19 1686635567 6.000000 -1.000000 -101.000000 0.000000 0.000000
19 1686635568 6.000000 -1.000000 -101.000000 0.000000 0.000000
19 1686635569 6.000000 -1.000000 -101.000000 0.000000 0.000000
19 1686635570 6.000000 -1.000000 -101.000000 0.000000 0.000000
19 1686635571 6.000000 -1.000000 -101.000000 0.000000 0.000000
19 1686635572 8.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635573 8.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635574 8.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635575 8.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635576 8.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635577 21.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635578 21.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635579 21.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635580 21.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635581 21.800000 -1.000000 -101.000000 0.000000 0.000000
19 1686635582 25.400000 -1.000000 -101.000000 0.000000 0.000000
19 1686635583 25.400000 -1.000000 -101.000000 0.000000 0.000000
19 1686635584 25.400000 -1.000000 -101.000000 0.000000 0.000000
19 1686635647 22.000000 -1.000000 22.000000 22.000000 0.000000
19 1686635646 4.400000 -1.000000 4.400000 4.400000 0.000000
19 1686635645 4.400000 -1.000000 4.400000 4.400000 0.000000
19 1686635644 4.400000 -1.000000 4.400000 4.400000 0.000000
19 1686635643 4.400000 -1.000000 4.400000 4.400000 0.000000
19 1686635642 4.400000 -1.000000 4.400000 4.400000 0.000000
19 1686635641 2.400000 -1.000000 2.400000 2.400000 0.000000
19 1686635640 2.400000 -1.000000 2.400000 2.400000 0.000000
19 1686635639 2.400000 -1.000000 2.400000 2.400000 0.000000
19 1686635638 2.400000 -1.000000 2.400000 2.400000 0.000000
19 1686635637 2.400000 -1.000000 2.400000 2.400000 0.000000
19 1686635636 35.200000 -1.000000 35.200000 35.200000 0.000000
19 1686635635 35.200000 -1.000000 35.200000 35.200000 0.000000
19 1686635634 35.200000 -1.000000 35.200000 35.200000 0.000000
19 1686635633 35.200000 -1.000000 35.200000 35.200000 0.000000
19 1686635632 35.200000 -1.000000 35.200000 35.200000 0.000000
19 1686635631 14.800000 -1.000000 14.800000 14.800000 0.000000
19 1686635630 14.800000 -1.000000 14.800000 14.800000 0.000000
19 1686635629 14.800000 -1.000000 14.800000 14.800000 0.000000
19 1686635628 14.800000 -1.000000 14.800000 14.800000 0.000000
19 1686635627 14.800000 -1.000000 14.800000 14.800000 0.000000
19 1686635626 21.000000 -1.000000 21.000000 21.000000 0.000000
19 1686635625 21.000000 -1.000000 21.000000 21.000000 0.000000
19 1686635624 21.000000 -1.000000 21.000000 21.000000 0.000000
19 1686635623 21.000000 -1.000000 21.000000 21.000000 0.000000
19 1686635622 21.000000 -1.000000 21.000000 21.000000 0.000000
19 1686635621 29.000000 -1.000000 29.000000 29.000000 0.000000
19 1686635620 29.000000 -1.000000 29.000000 29.000000 0.000000
19 1686635619 29.000000 -1.000000 29.000000 29.000000 0.000000
19 1686635618 29.000000 -1.000000 29.000000 29.000000 0.000000
19 1686635617 29.000000 -1.000000 29.000000 29.000000 0.000000
19 1686635616 9.600000 -1.000000 9.600000 9.600000 0.000000
19 1686635615 9.600000 -1.000000 9.600000 9.600000 0.000000
19 1686635614 9.600000 -1.000000 9.600000 9.600000 0.000000
19 1686635613 9.600000 -1.000000 9.600000 9.600000 0.000000
19 1686635612 9.600000 -1.000000 9.600000 9.600000 0.000000
19 1686635611 37.600000 -1.000000 37.600000 37.600000 0.000000
19 1686635610 37.600000 -1.000000 37.600000 37.600000 0.000000
19 1686635609 37.600000 -1.000000 37.600000 37.600000 0.000000
19 1686635608 37.600000 -1.000000 37.600000 37.600000 0.000000
19 1686635607 37.600000 -1.000000 37.600000 37.600000 0.000000
19 1686635606 9.200000 -1.000000 9.200000 9.200000 0.000000
19 1686635605 9.200000 -1.000000 9.200000 9.200000 0.000000
19 1686635604 9.200000 -1.000000 9.200000 9.200000 0.000000
19 1686635603 9.200000 -1.000000 9.200000 9.200000 0.000000
19 1686635602 9.200000 -1.000000 9.200000 9.200000 0.000000
19 1686635601 10.400000 -1.000000 10.400000 10.400000 0.000000
19 1686635600 10.400000 -1.000000 10.400000 10.400000 0.000000
19 1686635599 10.400000 -1.000000 10.400000 10.400000 0.000000
19 1686635598 10.400000 -1.000000 10.400000 10.400000 0.000000
19 1686635597 10.400000 -1.000000 10.400000 10.400000 0.000000
19 1686635596 26.600000 -1.000000 26.600000 26.600000 0.000000
19 1686635595 26.600000 -1.000000 26.600000 26.600000 0.000000
19 1686635594 26.600000 -1.000000 26.600000 26.600000 0.000000
19 1686635593 26.600000 -1.000000 26.600000 26.600000 0.000000
19 1686635592 26.600000 -1.000000 26.600000 26.600000 0.000000
19 1686635591 24.600000 -1.000000 24.600000 24.600000 0.000000
19 1686635590 24.600000 -1.000000 24.600000 24.600000 0.000000
19 1686635589 24.600000 -1.000000 24.600000 24.600000 0.000000
19 1686635588 24.600000 -1.000000 24.600000 24.600000 0.000000
19 1686635587 24.600000 -1.000000 24.600000 24.600000 0.000000
19 1686635586 25.400000 -1.000000 25.400000 25.400000 0.000000
19 1686635585 25.400000 -1.000000 25.400000 25.400000 0.000000
